StateWellNumber,Aquifer,LatDD,LonDD,Avg_Fl,chtexture_texcl,Well_Depth,slope_l,slope_r,slope_h,elev_l,elev_r,elev_h,sandtotal_l,sandtotal_r,sandtotal_h,claytotal_l,claytotal_r,claytotal_h,om_l,om_r,om_h,ksat_l,ksat_r,ksat_h,awc_l,awc_r,awc_h,wsatiated_l,wsatiated_r,wsatiated_h,ll_l,ll_r,ll_h,pi_l,pi_r,pi_h,kwfact,kffact,ec_l,ec_r,ec_h,ph_l,ph_r,ph_h,PPT,Tmean,Ag_indicator,LU_Code1
4554501,Dockum,31.2023556,-102.3198972,2.48,Silty clay loam,200,0,2,3,914,1295,1676,0,6.800000191,0,28,31.5,35,0.5,0.75,1,1.399999976,2.700000048,4,0.180000007,0.189999998,0.200000003,0,50,0,35,37.5,40,15,17.5,20,0.37,0.37,2,3,4,7.400000095,7.900000095,8.399999619,356.0050049,19.21999931,0,52
4604503,Dockum,31.949445,-103.583611,2.51,Fine sandy loam,425,0,3,5,610,801,991,0,63.09999847,0,3,10.5,18,0.100000001,0.300000012,0.5,42,92,141,0.090000004,0.109999999,0.129999995,0,34,0,15,20,25,0,3.5,7,0.2,0.32,0,1,2,6.599999905,7.5,8.399999619,321.3989868,18.07989883,0,52
4605404,Dockum,31.946945,-103.478611,0.97,Fine sandy loam,320,1,3,5,686,800,914,0,59.29999924,0,5,17,18,0.5,0.75,1,4,9,14,0.119999997,0.150000006,0.170000002,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,324.8970032,17.76000023,0,52
4608417,Dockum,31.951945,-103.113056,1.525,Loamy fine sand,470,1,3,5,732,900,1067,0,91.30000305,0,3,7.5,12,0.100000001,0.300000012,0.5,42,92,141,0.029999999,0.059999999,0.090000004,0,38,0,16,19,22,0,1.5,3,0.02,0.02,0,1,2,6.599999905,7.199999809,7.800000191,318.3859863,18.18999863,0,52
4612502,Dockum,31.801945,-103.545,1.4,Fine sandy loam,327,1,3,5,610,801,991,0,66.90000153,0,8,13,18,0.100000001,0.300000012,0.5,14,28,42,0.079999998,0.109999999,0.140000001,0,43,0,16,20.5,25,0,3.5,7,0.28,0.28,0,1,2,6.599999905,7.5,8.399999619,308.1300049,18.38999939,0,71
4612802,Dockum,31.7688889,-103.5766667,0.72,Silty clay loam,262,0,0.5,1,762,838,914,0,7.300000191,0,18,26.5,35,0.100000001,0.550000012,1,1.399999976,2.700000048,4,0.140000001,0.170000002,0.200000003,0,45,0,28,36.5,45,10,17.5,25,0.49,0.49,0,1,2,6.599999905,7.5,8.399999619,304.5839844,18.47999954,0,52
4612902,Dockum,31.765556,-103.505278,1.81,Fine sandy loam,285,1,3,5,686,800,914,0,59.29999924,0,5,17,18,0.5,0.75,1,4,9,14,0.119999997,0.150000006,0.170000002,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,306.2969971,18.43000031,0,52
4613403,Dockum,31.823611,-103.481111,1.17,Fine sandy loam,330,0,3,5,610,801,991,0,63.09999847,0,3,10.5,18,0.100000001,0.300000012,0.5,42,92,141,0.090000004,0.109999999,0.129999995,0,34,0,15,20,25,0,3.5,7,0.2,0.32,0,1,2,6.599999905,7.5,8.399999619,312.4408875,18.23989868,0,52
4613601,Dockum,31.802778,-103.401945,1.96,Fine sandy loam,365,1,3,5,686,800,914,0,59.29999924,0,5,17,18,0.5,0.75,1,4,9,14,0.119999997,0.150000006,0.170000002,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,309.6099854,18.19999886,0,52
4613901,Dockum,31.785,-103.4097222,1.35,Fine sandy loam,200,1,3,5,686,800,914,0,59.29999924,0,5,17,18,0.5,0.75,1,4,9,14,0.119999997,0.150000006,0.170000002,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,309.0289917,18.19999886,0,52
4616101,Dockum,31.8472417,-103.1025,0.574,Fine sandy loam,405,1,3,5,686,800,914,0,59.29999924,0,5,17,18,0.5,0.75,1,4,9,14,0.119999997,0.150000006,0.170000002,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,305.3638916,18.3599987,0,21
4616114,Dockum,31.866112,-103.097222,1.63,Fine sandy loam,273,1,3,5,610,801,991,0,66.90000153,0,8,13,18,0.100000001,0.300000012,0.5,14,28,42,0.079999998,0.109999999,0.140000001,0,43,0,16,20.5,25,0,3.5,7,0.28,0.28,0,1,2,6.599999905,7.5,8.399999619,307.4830017,18.28999901,0,22
4616128,Dockum,31.847778,-103.093056,0.723333333,Fine sandy loam,525,1,3,5,610,801,991,0,66.90000153,0,8,13,18,0.100000001,0.300000012,0.5,14,28,42,0.079999998,0.109999999,0.140000001,0,43,0,16,20.5,25,0,3.5,7,0.28,0.28,0,1,2,6.599999905,7.5,8.399999619,306.7550049,18.3599987,0,23
4616201,Dockum,31.8558722,-103.0798583,0.98,Fine sandy loam,393,1,3,5,610,801,991,0,66.90000153,0,8,13,18,0.100000001,0.300000012,0.5,14,28,42,0.079999998,0.109999999,0.140000001,0,43,0,16,20.5,25,0,3.5,7,0.28,0.28,0,1,2,6.599999905,7.5,8.399999619,309.0130005,18.28999901,0,23
4623701,Dockum,31.659075,-103.2378944,1.746666667,Fine sandy loam,160,1,3,5,686,800,914,0,59.29999924,0,5,17,18,0.5,0.75,1,4,9,14,0.119999997,0.150000006,0.170000002,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.400000095,7.900000095,8.399999619,305.5619812,18.6099987,0,52
4629302,Dockum,31.623333,-103.402223,0.633333333,Fine sandy loam,176,0,2,3,1219,1311,1402,0,62.5,0,5,11.5,18,1,1.5,2,14,28,42,0.109999999,0.129999995,0.150000006,0,42,0,15,20,25,0,5,10,0.32,0.32,0,0.5,1,7.400000095,7.599999905,7.800000191,305.5820007,18.62999916,0,52
4630101,Dockum,31.585834,-103.352501,0.46,Fine sandy loam,235,1,3,4,610,801,991,0,63.09999847,0,3,10.5,18,0.100000001,0.300000012,0.5,42,92,141,0.090000004,0.109999999,0.129999995,0,34,0,15,20,25,0,3.5,7,0.2,0.32,0,1,2,6.599999905,7.5,8.399999619,307.7460022,18.59000015,0,52
4630801,Dockum,31.502778,-103.295,0.53,Loam,161,1,5,8,686,953,1219,0,45.29999924,0,5,11.5,18,0.5,0.75,1,14,28,42,0.059999999,0.090000004,0.119999997,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.900000095,8.199999809,8.399999619,312.2739868,18.62999916,0,52
4631702,Dockum,31.5025833,-103.2333333,1.102,Loam,160,1,5,8,686,953,1219,0,45.29999924,0,5,11.5,18,0.5,0.75,1,14,28,42,0.059999999,0.090000004,0.119999997,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.900000095,8.199999809,8.399999619,318.3869934,18.67000008,0,52
4638102,Dockum,31.471389,-103.339722,1.49,Fine sandy loam,117,0,2,3,1219,1311,1402,0,62.5,0,5,11.5,18,1,1.5,2,14,28,42,0.109999999,0.129999995,0.150000006,0,42,0,15,20,25,0,5,10,0.32,0.32,0,0.5,1,7.400000095,7.599999905,7.800000191,304.6629944,18.72999954,0,52
4638204,Dockum,31.477778,-103.324167,0.66,Loam,120,1,5,8,686,953,1219,0,45.29999924,0,5,11.5,18,0.5,0.75,1,14,28,42,0.059999999,0.090000004,0.119999997,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.900000095,8.199999809,8.399999619,307.0950012,18.72999954,0,52
4639104,Dockum,31.498889,-103.224167,0.57,Loam,164,1,5,8,686,953,1219,0,45.29999924,0,5,11.5,18,0.5,0.75,1,14,28,42,0.059999999,0.090000004,0.119999997,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.900000095,8.199999809,8.399999619,319.2669983,18.70999908,0,52
4646201,Dockum,31.353889,-103.331944,0.98,Sandy loam,187,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,301.6739807,18.73989868,0,52
4646204,Dockum,31.357223,-103.328611,0.66,Sandy loam,200,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,302.7369995,18.77000046,0,52
4646208,Dockum,31.345834,-103.299445,1.33,Sandy loam,160,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,306.414978,18.72999954,0,52
4646210,Dockum,31.345834,-103.299167,0.97,Sandy loam,173,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,306.414978,18.72999954,0,52
4646218,Dockum,31.3372222,-103.2991667,1.235,Sandy loam,242,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,306.5019836,18.72999954,0,52
4646301,Dockum,31.339445,-103.286389,1.43,Sandy loam,223,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,308.7229919,18.72999954,0,52
4646502,Dockum,31.305834,-103.317222,1.56,Silty clay loam,190,0,2,3,914,1295,1676,0,26.20000076,0,26,30.5,35,0.100000001,0.300000012,0.5,1.399999976,2.700000048,4,0.159999996,0.189999998,0.209999993,0,43,0,35,37.5,40,15,17.5,20,0.43,0.43,2,3,4,7.900000095,8.199999809,8.399999619,305.2579956,18.70999908,0,21
4646601,Dockum,31.332222,-103.290278,0.96,Sandy loam,252,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,307.5929871,18.72999954,0,52
4646602,Dockum,31.325,-103.275555,1.38,Sandy loam,208,5,8,12,762,1067,1372,0,65.09999847,0,5,16,27,0.100000001,0.300000012,0.5,4,9,14,0.050000001,0.090000004,0.119999997,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.900000095,8.5,9,309.8070068,18.72999954,0,52
4654303,Dockum,31.237222,-103.271667,1.12,Silty clay loam,357,0,2,3,914,1295,1676,0,26.20000076,0,26,30.5,35,0.100000001,0.300000012,0.5,1.399999976,2.700000048,4,0.159999996,0.189999998,0.209999993,0,43,0,35,37.5,40,15,17.5,20,0.43,0.43,2,3,4,7.900000095,8.199999809,8.399999619,312.9159851,18.70999908,0,52
4654304,Dockum,31.239167,-103.284722,0.83,Silty clay loam,350,0,2,3,914,1295,1676,0,26.20000076,0,26,30.5,35,0.100000001,0.300000012,0.5,1.399999976,2.700000048,4,0.159999996,0.189999998,0.209999993,0,43,0,35,37.5,40,15,17.5,20,0.43,0.43,2,3,4,7.900000095,8.199999809,8.399999619,311.7940063,18.70999908,0,52
